Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],iBAQ E1,iBAQ E2,iBAQ E3,iBAQ E4,iBAQ mass E1,iBAQ mass E2,iBAQ mass E3,iBAQ mass E4,Mori sector,wt_mass_fraction_rich,rela_mass_fraction_rich
P09373,Formate acetyltransferase 1,pflB,85.356,2130000.0,2443600.0,1625500.0,1750400.0,181808280.0,208575921.6,138746178.0,149407142.39999998,S,,
P0A6T1,Glucose-6-phosphate isomerase,pgi,61.529,1052800.0,958940.0,562490.0,577990.0,64777731.2,59002619.260000005,34609447.21,35563146.71,A,,
P0A799,Phosphoglycerate kinase,pgk,41.118,4697200.0,4714600.0,2904700.0,3461100.0,193139469.60000002,193854922.8,119435454.60000001,142313509.8,A,,
P52697,6-phosphogluconolactonase,pgl,36.307,419780.0,393370.0,697140.0,787060.0,15240952.46,14282084.590000002,25311061.98,28575787.42,S,,
P36938,Phosphoglucomutase,pgm,58.36,450800.0,392080.0,634760.0,663110.0,26308688.0,22881788.8,37044593.6,38699099.6,S,,
P0A924,Phosphatidylglycerophosphatase B,pgpB,29.021,60685.0,56818.0,68435.0,67860.0,1761139.385,1648915.178,1986052.135,1969365.06,U,,
P0AD42,Phosphatidylglycerophosphatase C,pgpC,24.439,15648.0,11747.0,37187.0,37592.0,382421.472,287084.933,908813.093,918710.888,U,,
P77333,HTH-type transcriptional regulator PgrR,pgrR,33.481,5349.0,4897.4,7404.2,7666.1,179089.869,163969.8494,247900.0202,256668.69410000002,U,,
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,pgsA,20.7,11552.0,9424.2,13526.0,18303.0,239126.4,195080.94,279988.2,378872.1,S',,
P0A9J8,P-protein;Chorismate mutase;Prephenate dehydratase,pheA,43.111,192720.0,191440.0,354580.0,429080.0,8308351.919999999,8253169.84,15286298.379999999,18498067.88,A,,
P24207,Phenylalanine-specific permease,pheP,50.677,34871.0,33234.0,21420.0,20679.0,1767157.667,1684199.418,1085501.34,1047949.683,C,,
P08312,Phenylalanine--tRNA ligase alpha subunit,pheS,36.831,804760.0,743440.0,672620.0,718550.0,29640115.560000002,27381638.64,24773267.220000003,26464915.05,A,,
P07395,Phenylalanine--tRNA ligase beta subunit,pheT,87.377,667490.0,640450.0,663420.0,677510.0,58323273.73,55960599.65,57967649.339999996,59198791.269999996,A,,
P0AFJ1,Protein PhnA,phnA,12.345,713120.0,693360.0,540530.0,612700.0,8803466.4,8559529.200000001,6672842.850000001,7563781.5,R,,
P16681,Protein PhnB,phnB,16.171,0.0,0.0,18137.0,18646.0,0.0,0.0,293293.42699999997,301524.466,S,,
P16691,Protein PhnO,phnO,16.57,4314.1,3332.8,17681.0,32774.0,71484.637,55224.49600000001,292974.17,543065.18,U,,
P16692,"Phosphoribosyl 1,2-cyclic phosphodiesterase",phnP,27.847,0.0,0.0,535.48,914.72,0.0,0.0,14911.51156,25472.207840000003,U,,
P00634,Alkaline phosphatase,phoA,49.438,2975.3,2084.0,13311.0,15109.0,147092.8814,103028.792,658069.218,746958.7420000001,U,,
P0AFJ5,Phosphate regulon transcriptional regulatory protein PhoB,phoB,26.433,47041.0,44531.0,96514.0,99684.0,1243434.753,1177087.923,2551154.562,2634947.172,S',,
P02932,Outer membrane pore protein E,phoE,38.922,0.0,0.0,769.31,376.7,0.0,0.0,29943.083819999996,14661.917399999998,U,,
P0A9K1,Protein PhoH,phoH,39.264,4716.8,3814.9,54632.0,47217.0,185200.4352,149788.2336,2145070.848,1853928.2880000002,S,,
P23836,Transcriptional regulatory protein PhoP,phoP,25.535,432040.0,402320.0,732780.0,744420.0,11032141.4,10273241.2,18711537.3,19008764.7,S',,
P23837,Sensor protein PhoQ,phoQ,55.299,19324.0,16638.0,33316.0,31476.0,1068597.876,920064.762,1842341.484,1740591.324,A',,
P08400,Phosphate regulon sensor protein PhoR,phoR,49.629,2048.2,7070.8,42972.0,37633.0,101650.11779999999,350916.7332,2132657.388,1867688.157,S,,
P0A9K7,Phosphate-specific transport system accessory protein PhoU,phoU,27.417,144280.0,136650.0,251720.0,276320.0,3955724.7600000002,3746533.0500000003,6901407.24,7575865.44,S',,
P00914,Deoxyribodipyrimidine photo-lyase,phrB,53.666,0.0,0.0,0.0,675.3,0.0,0.0,0.0,36240.64979999999,U,,
P77170;P0ADI0,Putative DNA-invertase from lambdoid prophage Qin;Putative DNA-invertase from lambdoid prophage Rac,pinQ;pinR,21.852,0.0,0.0,2595.1,2874.2,0.0,0.0,56708.1252,62807.01839999999,U,,
P0AFJ7,Low-affinity inorganic phosphate transporter 1,pitA,53.388,376760.0,373370.0,149660.0,165730.0,20114462.88,19933477.56,7990048.08,8847993.24,A',,
P76594,Protein lysine acetyltransferase Pka,pka,97.986,911.43,768.71,1740.9,3011.2,89307.37998,75322.81806,170583.8274,295055.4432,C,,
P0AA47,Low-affinity putrescine importer PlaP,plaP,49.537,388220.0,334280.0,102740.0,104690.0,19231254.14,16559228.36,5089431.38,5186028.53,U,,
P0A921,Phospholipase A1,pldA,33.163,60189.0,61978.0,50866.0,40153.0,1996047.8069999998,2055376.4139999999,1686869.1579999998,1331593.9389999998,A',,
P07000,Lysophospholipase L2,pldB,38.978,6708.0,5455.5,11664.0,14598.0,261464.424,212644.47900000002,454639.392,569000.844,U,,
P76002,Inhibitor of g-type lysozyme,pliG,14.906,162250.0,150020.0,253260.0,274970.0,2418498.5,2236198.12,3775093.56,4098702.8200000003,S,,
P0A7A7,Glycerol-3-phosphate acyltransferase,plsB,91.38,167570.0,157170.0,128620.0,125880.0,15312546.6,14362194.6,11753295.6,11502914.399999999,S',,
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,plsC,27.453,108670.0,99398.0,87474.0,91480.0,2983317.51,2728773.2939999998,2401423.722,2511400.44,R,,
P27247,Phosphate acyltransferase,plsX,38.214,19602.0,14272.0,15311.0,24688.0,749070.828,545390.208,585094.554,943427.232,S',,
P60782,Probable glycerol-3-phosphate acyltransferase,plsY,22.193,16891.0,14505.0,23375.0,21944.0,374861.96300000005,321909.465,518761.37500000006,487003.19200000004,U,,
P0AFK0,Metalloprotease PmbA,pmbA,48.369,234980.0,222430.0,219950.0,278850.0,11365747.62,10758716.67,10638761.55,13487695.65,A,,
P37590,Signal transduction protein PmrD,pmrD,9.8704,23511.0,25909.0,38384.0,37077.0,232062.9744,255732.1936,378865.4336,365964.8208,C',,
P21369,Pyrazinamidase/nicotinamidase,pncA,23.362,94328.0,91101.0,105350.0,114300.0,2203690.736,2128301.562,2461186.6999999997,2670276.5999999996,S,,
P18133,Nicotinate phosphoribosyltransferase,pncB,45.897,195840.0,173200.0,216930.0,214070.0,8988468.48,7949360.399999999,9956436.209999999,9825170.79,A',,
P0A6G3,Nicotinamide-nucleotide amidohydrolase PncC,pncC,17.582,102990.0,94208.0,145050.0,159910.0,1810770.1800000002,1656365.056,2550269.1,2811537.62,S',,
P05055,Polyribonucleotide nucleotidyltransferase,pnp,77.1,1552100.0,1445400.0,1345300.0,1408700.0,119666909.99999999,111440339.99999999,103722629.99999999,108610769.99999999,R,,
P07001,NAD(P) transhydrogenase subunit alpha,pntA,54.623,369760.0,405840.0,639710.0,819080.0,20197400.48,22168198.32,34942879.33,44740606.839999996,A,,
P0AB67,NAD(P) transhydrogenase subunit beta,pntB,48.722,712790.0,700200.0,1145300.0,1180600.0,34728554.38,34115144.4,55801306.6,57521193.2,A,,
P0AFK2,Nicotinamide riboside transporter PnuC,pnuC,26.996,31115.0,30338.0,40624.0,37396.0,839980.5399999999,819004.6479999999,1096685.504,1009542.416,S',,
P00582,DNA polymerase I,polA,103.12,213260.0,205580.0,217640.0,238290.0,21991371.2,21199409.6,22443036.8,24572464.8,S',,
P69874,Spermidine/putrescine import ATP-binding protein PotA,potA,43.028,187820.0,168930.0,77790.0,97706.0,8081518.96,7268720.04,3347148.12,4204093.768,R,,
P0AFK4,Spermidine/putrescine transport system permease protein PotB,potB,31.062,32942.0,29352.0,18103.0,18899.0,1023244.404,911731.824,562315.386,587040.738,U,,
P0AFK6,Spermidine/putrescine transport system permease protein PotC,potC,29.111,39339.0,34337.0,18235.0,19155.0,1145197.629,999584.407,530839.085,557621.205,R,,
P0AFK9,Spermidine/putrescine-binding periplasmic protein,potD,38.867,1015200.0,844540.0,789500.0,789010.0,39457778.4,32824736.179999996,30685496.499999996,30666451.669999998,S,,
P31133,Putrescine-binding periplasmic protein,potF,40.839,61162.0,55439.0,412940.0,383080.0,2497794.918,2264073.321,16864056.66,15644604.12,S',,
P31134,Putrescine transport ATP-binding protein PotG,potG,41.93,24292.0,20746.0,84748.0,101620.0,1018563.5599999999,869879.78,3553483.64,4260926.6,S,,
P31135,Putrescine transport system permease protein PotH,potH,35.489,1738.2,1775.3,15510.0,16054.0,61686.979799999994,63003.621699999996,550434.39,569740.406,S,,
P0AFL1,Putrescine transport system permease protein PotI,potI,30.54,0.0,0.0,1593.8,2118.3,0.0,0.0,48674.651999999995,64692.882000000005,U,,
P07003,Pyruvate dehydrogenase [ubiquinone];Alpha-peptide,poxB,62.011,6623.7,7093.3,54450.0,57811.0,410742.2607,439862.6263,3376498.95,3584917.921,S,,
P0A7A9,Inorganic pyrophosphatase,ppa,19.703,4632500.0,4359900.0,3064000.0,3322900.0,91274147.5,85903109.7,60369992.0,65471098.699999996,R,,
P00864,Phosphoenolpyruvate carboxylase,ppc,99.061,531970.0,531020.0,1513200.0,1555400.0,52697480.17,52603372.220000006,149899105.20000002,154079479.4,A,,
P0AFL3,Peptidyl-prolyl cis-trans isomerase A,ppiA,20.431,625040.0,582770.0,492100.0,554320.0,12770192.24,11906573.870000001,10054095.1,11325311.92,U,,
P23869,Peptidyl-prolyl cis-trans isomerase B,ppiB,18.153,1664000.0,1553400.0,1767300.0,1910000.0,30206591.999999996,28198870.2,32081796.9,34672230.0,A,,
P0A9L5,Peptidyl-prolyl cis-trans isomerase C,ppiC,10.232,708970.0,691120.0,423050.0,376590.0,7254181.039999999,7071539.84,4328647.6,3853268.88,U,,
P0ADY1,Peptidyl-prolyl cis-trans isomerase D,ppiD,68.149,646900.0,600840.0,700710.0,730070.0,44085588.1,40946645.160000004,47752685.79,49753540.43,C',,
P0A7B1,Polyphosphate kinase,ppk,80.431,51324.0,53134.0,92958.0,99846.0,4128040.644,4273620.754,7476704.898,8030713.626,S',,
P23538,Phosphoenolpyruvate synthase,ppsA,87.434,894110.0,833230.0,1140500.0,1227700.0,78175613.74,72852631.82,99718477.0,107342721.8,C,,
P0A8A4,Phosphoenolpyruvate synthase regulatory protein,ppsR,31.211,175780.0,168460.0,323420.0,261970.0,5486269.58,5257805.06,10094261.62,8176345.67,S,,
P31992,Tautomerase PptA,pptA,8.6729,32032.0,33323.0,64448.0,80231.0,277810.33280000003,289007.0467,558951.0592,695835.4399,S,,
P0AFL6,Exopolyphosphatase,ppx,58.135,108680.0,90613.0,125600.0,138550.0,6318111.8,5267786.755,7301756.0,8054604.25,S,,
P0AFL9,Paraquat-inducible protein A,pqiA,46.463,1848.7,1541.3,1307.3,2321.6,85896.1481,71613.4219,60741.0799,107868.5008,U,,
P43671,Paraquat-inducible protein B,pqiB,60.52,41062.0,35378.0,47672.0,48982.0,2485072.24,2141076.56,2885109.44,2964390.64,S',,
P31828,Probable zinc protease PqqL,pqqL,104.66,43506.0,35346.0,31134.0,30119.0,4553337.96,3699312.36,3258484.44,3152254.54,C,,
P23865,Tail-specific protease,prc,76.662,165280.0,162220.0,354160.0,383290.0,12670695.360000001,12436109.64,27150613.92,29383777.980000004,A',,
P0A7I0,Peptide chain release factor 1,prfA,40.517,136300.0,137180.0,120870.0,118990.0,5522467.100000001,5558122.0600000005,4897289.79,4821117.83,A',,
P07012,Peptide chain release factor 2,prfB,41.25,570670.0,522820.0,433900.0,462310.0,23540137.5,21566325.0,17898375.0,19070287.5,R,,
P0A7I4,Peptide chain release factor 3,prfC,59.573,341220.0,360260.0,154780.0,170810.0,20327499.06,21461768.98,9220708.94,10175664.13,R,,
P17888,Primosomal protein N,priA,81.654,5885.4,6593.3,12843.0,12770.0,480566.4516,538369.3182,1048682.322,1042721.58,R,,
P07013,Primosomal replication protein n,priB,11.442,39327.0,37217.0,21162.0,23404.0,449979.534,425836.914,242135.604,267788.568,U,,
P23862,Primosomal replication protein N,priC,20.375,34594.0,28381.0,36489.0,52714.0,704852.75,578262.875,743463.375,1074047.75,S,,
P0AEX5,Probable phosphoribulokinase,prkB,32.344,16366.0,54840.0,131120.0,173040.0,529341.904,1773744.96,4240945.28,5596805.76,S,,
P27298,Oligopeptidase A,prlC,77.166,380440.0,373560.0,503850.0,536980.0,29357033.04,28826130.959999997,38880089.1,41436598.68,A,,
P15373,Antitoxin PrlF,prlF,12.359,35317.0,33596.0,78110.0,81481.0,436482.803,415212.964,965361.49,1007023.679,S',,
P0A8T1,Ribosomal protein L11 methyltransferase,prmA,31.877,247070.0,241140.0,175960.0,162300.0,7875850.39,7686819.779999999,5609076.92,5173637.1,R,,
P39199,50S ribosomal protein L3 glutamine methyltransferase,prmB,35.001,343810.0,336480.0,455590.0,479760.0,12033693.809999999,11777136.479999999,15946105.59,16792079.759999998,S',,
P0ACC1,Release factor glutamine methyltransferase,prmC,30.975,10280.0,12629.0,16188.0,11773.0,318423.0,391183.275,501423.30000000005,364668.675,R,,
P07004,Gamma-glutamyl phosphate reductase,proA,44.63,324620.0,322140.0,527890.0,550000.0,14487790.600000001,14377108.200000001,23559730.700000003,24546500.0,S',,
P0A7B5,Glutamate 5-kinase,proB,39.056,252510.0,241490.0,321390.0,343790.0,9862030.559999999,9431633.44,12552207.84,13427062.239999998,A',,
P0A9L8,Pyrroline-5-carboxylate reductase,proC,28.145,502840.0,485650.0,708390.0,762790.0,14152431.799999999,13668619.25,19937636.55,21468724.55,S,,
P0C0L7,Proline/betaine transporter,proP,54.845,224230.0,197580.0,562300.0,618550.0,12297894.35,10836275.1,30839343.5,33924374.75,S',,
P45577,RNA chaperone ProQ,proQ,25.892,1457300.0,1316300.0,1172000.0,1248600.0,37732411.6,34081639.6,30345424.0,32328751.2,R,,
P16659,Proline--tRNA ligase,proS,63.692,1158700.0,1080900.0,813210.0,858330.0,73799920.4,68844682.8,51794971.32,54668754.36,R,,
P0AFM2,Glycine betaine-binding periplasmic protein,proX,36.022,29989.0,25358.0,45652.0,49076.0,1080263.758,913445.8759999999,1644476.344,1767815.672,A,,
P0AAE2,Proline-specific permease ProY,proY,50.215,29753.0,26066.0,20013.0,22105.0,1494046.895,1308904.1900000002,1004952.795,1110002.5750000002,U,,
P31660,2-methylcitrate synthase,prpC,43.102,394.63,395.1,0.0,0.0,17009.342259999998,17029.6002,0.0,0.0,C,,
P77243,2-methylcitrate dehydratase,prpD,53.951,55070.0,55980.0,78047.0,78709.0,2971081.57,3020176.98,4210713.697,4246429.259,C,,
P77674,Gamma-aminobutyraldehyde dehydrogenase,prr,50.829,19066.0,90.166,8861.1,9858.3,969105.714,4583.047614,450400.8519,501087.53069999994,C,,
P0A717,Ribose-phosphate pyrophosphokinase,prs,34.218,2604800.0,3024300.0,1736500.0,2276200.0,89131046.4,103485497.4,59419557.00000001,77887011.60000001,U,,
P0A8K1,Phosphatidylserine decarboxylase proenzyme;Phosphatidylserine decarboxylase alpha chain;Phosphatidylserine decarboxylase beta chain,psd,35.934,134400.0,147930.0,196610.0,170070.0,4829529.6,5315716.619999999,7064983.739999999,6111295.38,S,,
P0A7C8,Protein PsiE,psiE,15.597,0.0,0.0,5787.5,5284.3,0.0,0.0,90267.6375,82419.2271,U,,
P0AFM4,Phosphate starvation-inducible protein PsiF,psiF,11.686,0.0,0.0,4727.3,5694.6,0.0,0.0,55243.2278,66547.0956,S,,
P0AFM6,Phage shock protein A,pspA,25.493,255440.0,256330.0,257100.0,278970.0,6511931.92,6534620.6899999995,6554250.3,7111782.21,S',,
P0AFM9,Phage shock protein B,pspB,8.763,85518.0,86371.0,103420.0,166350.0,749394.2339999999,756869.073,906269.46,1457725.05,S',,
P0AFN2,Phage shock protein C,pspC,13.517,27707.0,27366.0,56674.0,52916.0,374515.519,369906.222,766062.458,715265.5719999999,C',,
P23857,Thiosulfate sulfurtransferase PspE,pspE,11.475,160150.0,261160.0,118690.0,114470.0,1837721.25,2996811.0,1361967.75,1313543.25,C,,
P37344,Psp operon transcriptional activator,pspF,36.986,20854.0,20423.0,38710.0,41894.0,771306.044,755365.078,1431728.0599999998,1549491.484,S',,
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase,pssA,52.801,177880.0,179620.0,172650.0,195280.0,9392241.88,9484115.620000001,9116092.65,10310979.280000001,S',,
P07654,Phosphate transport system permease protein PstA,pstA,32.321,6688.2,0.0,15322.0,17314.0,216169.3122,0.0,495222.36199999996,559605.794,U,,
P0AAH0,Phosphate import ATP-binding protein PstB,pstB,29.027,45501.0,42827.0,90908.0,94809.0,1320757.527,1243139.3290000001,2638786.5160000003,2752020.843,S',,
P0AGH8,Phosphate transport system permease protein PstC,pstC,34.121,3187.4,1422.8,12501.0,11598.0,108757.27540000001,48547.3588,426546.62100000004,395735.358,C',,
P0AG82,Phosphate-binding protein PstS,pstS,37.023,185260.0,161210.0,285590.0,306610.0,6858880.98,5968477.83,10573398.57,11351622.030000001,S',,
P33024;P33021,Putative pseudouridine transporter;Nucleoside permease NupX,psuT;nupX,43.431,1055300.0,1212200.0,741940.0,834900.0,45832734.3,52647058.199999996,32223196.139999997,36260541.9,U,,
P0A9M8,Phosphate acetyltransferase,pta,77.171,1103300.0,1114600.0,565620.0,612920.0,85142764.30000001,86014796.60000001,43649461.02,47299649.32,S',,
P0A7D1,Peptidyl-tRNA hydrolase,pth,21.082,211670.0,203610.0,108400.0,128280.0,4462426.94,4292506.0200000005,2285288.8000000003,2704398.96,A',,
P05458,Protease 3,ptrA,107.71,41905.0,41469.0,60048.0,72009.0,4513587.55,4466625.989999999,6467770.08,7756089.39,S,,
P24555,Protease 2,ptrB,79.49,343.45,392.48,2496.1,3497.2,27300.8405,31198.2352,198414.98899999997,277992.42799999996,U,,
P69786,PTS system glucose-specific EIICB component;Glucose permease IIC component;Glucose-specific phosphotransferase enzyme IIB component,ptsG,50.676,1152900.0,1040800.0,737940.0,786270.0,58424360.4,52743580.800000004,37395847.440000005,39845018.52,U,,
P0AA04,Phosphocarrier protein HPr,ptsH,9.1193,1729100.0,1758200.0,1964800.0,2144100.0,15768181.63,16033553.260000002,17917600.64,19552691.130000003,U,,
P08839,Phosphoenolpyruvate-protein phosphotransferase,ptsI,63.561,1912100.0,1941100.0,2549100.0,2557700.0,121534988.1,123378257.1,162023345.1,162569969.7,A,,
P69829,Nitrogen regulatory protein,ptsN,17.959,236410.0,219480.0,292670.0,298380.0,4245687.1899999995,3941641.32,5256060.53,5358606.42,S',,
P0A9N0,Phosphocarrier protein NPr,ptsO,9.81,13014.0,8951.3,13099.0,24303.0,127667.34000000001,87812.253,128501.19,238412.43000000002,U,,
P37177,Phosphoenolpyruvate-protein phosphotransferase PtsP,ptsP,83.715,37373.0,35183.0,61291.0,67750.0,3128680.6950000003,2945344.845,5130976.065,5671691.25,S',,
P0A7D4,Adenylosuccinate synthetase,purA,47.344,2736600.0,2448000.0,1535500.0,1483400.0,129561590.4,115898112.0,72696712.0,70230089.60000001,U,,
P0AB89,Adenylosuccinate lyase,purB,51.542,1289100.0,1245800.0,702970.0,784740.0,66442792.2,64211023.6,36232479.74,40447069.08,U,,
P0A7D7,Phosphoribosylaminoimidazole-succinocarboxamide synthase,purC,26.995,3241100.0,3105700.0,1431500.0,1519800.0,87493494.5,83838371.5,38643342.5,41027001.0,C,,
P15640,Phosphoribosylamine--glycine ligase,purD,45.94,1359300.0,1220000.0,441000.0,481900.0,62446242.0,56046800.0,20259540.0,22138486.0,U,,
P0AG18,N5-carboxyaminoimidazole ribonucleotide mutase,purE,17.78,1145000.0,1025500.0,453330.0,478060.0,20358100.0,18233390.0,8060207.4,8499906.8,U,,
P0AG16,Amidophosphoribosyltransferase,purF,56.487,1280000.0,1047900.0,326790.0,365390.0,72303360.0,59192727.300000004,18459386.73,20639784.93,R,,
P15639,Bifunctional purine biosynthesis protein PurH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,purH,57.329,2512700.0,2479900.0,872370.0,945150.0,144050578.3,142170187.1,50012099.730000004,54184504.35,U,,
P09029,N5-carboxyaminoimidazole ribonucleotide synthase,purK,39.461,638560.0,570630.0,197680.0,242970.0,25198216.16,22517630.43,7800650.4799999995,9587839.17,U,,
P15254,Phosphoribosylformylglycinamidine synthase,purL,141.4,1498600.0,1384400.0,675170.0,749270.0,211902040.0,195754160.0,95469038.0,105946778.0,U,,
P08178,Phosphoribosylformylglycinamidine cyclo-ligase,purM,36.854,3191500.0,3006900.0,1102800.0,1237600.0,117619541.0,110816292.6,40642591.199999996,45610510.4,U,,
P08179,Phosphoribosylglycinamide formyltransferase,purN,23.238,466600.0,463440.0,179200.0,195440.0,10842850.799999999,10769418.72,4164249.6,4541634.72,U,,
P0ACP7,HTH-type transcriptional repressor PurR,purR,38.174,669810.0,644590.0,457090.0,489690.0,25569326.94,24606578.66,17448953.66,18693426.06,C',,
P33221,Phosphoribosylglycinamide formyltransferase 2,purT,42.433,1466100.0,1332200.0,339440.0,369090.0,62211021.3,56529242.6,14403457.52,15661595.97,U,,
P37051,Formyltetrahydrofolate deformylase,purU,31.934,675160.0,664760.0,672020.0,723880.0,21560559.44,21228445.84,21460286.68,23116383.92,R,,
P09546,Bifunctional protein PutA;Proline dehydrogenase;Delta-1-pyrroline-5-carboxylate dehydrogenase,putA,143.81,445450.0,407180.0,517720.0,542530.0,64060164.5,58556555.800000004,74453313.2,78021239.3,C',,
P07117,Sodium/proline symporter,putP,54.344,113610.0,100990.0,94613.0,109650.0,6174021.84,5488200.5600000005,5141648.872,5958819.600000001,C,,
P78061,Gamma-glutamylputrescine synthetase PuuA,puuA,53.177,23733.0,26095.0,55774.0,67271.0,1262049.741,1387653.815,2965893.998,3577269.967,U,,
P37906,Gamma-glutamylputrescine oxidoreductase,puuB,47.169,0.0,0.0,900.3,2282.5,0.0,0.0,42466.2507,107663.2425,U,,
P23883,Aldehyde dehydrogenase PuuC,puuC,53.418,4250.3,3003.2,7789.1,11390.0,227042.5254,160424.93759999998,416078.1438,608431.02,U,,
P76038,Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD,puuD,28.013,36279.0,34813.0,93089.0,107410.0,1016283.6270000001,975216.569,2607702.157,3008876.33,C',,
P50457,4-aminobutyrate aminotransferase PuuE,puuE,44.729,59224.0,57333.0,89395.0,96880.0,2649030.296,2564447.7569999998,3998548.955,4333345.52,C,,
P0A9U6,HTH-type transcriptional regulator PuuR,puuR,20.091,27494.0,25999.0,36271.0,75617.0,552381.954,522345.90900000004,728720.6610000001,1519221.147,C',,
P21599,Pyruvate kinase II,pykA,51.357,545070.0,609700.0,566810.0,608010.0,27993159.99,31312362.9,29109661.169999998,31225569.57,S,,
P0AD61,Pyruvate kinase I,pykF,50.729,2687600.0,2444300.0,1397000.0,1523400.0,136339260.4,123996894.7,70868413.0,77280558.6,U,,
P0A786,Aspartate carbamoyltransferase catalytic chain,pyrB,34.427,349170.0,421850.0,39393.0,43672.0,12020875.59,14523029.95,1356182.811,1503495.944,S,,
P05020,Dihydroorotase,pyrC,38.827,432240.0,428570.0,370960.0,390670.0,16782582.48,16640087.389999999,14403263.92,15168544.09,A,,
P0A7E1,Dihydroorotate dehydrogenase (quinone),pyrD,36.774,233720.0,259950.0,105350.0,130960.0,8594819.28,9559401.3,3874140.9,4815923.04,R,,
P0A7E3,Orotate phosphoribosyltransferase,pyrE,23.567,411960.0,427000.0,95832.0,108390.0,9708661.32,10063109.0,2258472.744,2554427.13,U,,
P08244,Orotidine 5-phosphate decarboxylase,pyrF,26.35,442250.0,412910.0,224490.0,249960.0,11653287.5,10880178.5,5915311.5,6586446.0,R,,
P0A7E5,CTP synthase,pyrG,60.373,1039200.0,957700.0,646450.0,647740.0,62739621.599999994,57819222.099999994,39028125.85,39106007.019999996,U,,
P0A7E9,Uridylate kinase,pyrH,25.97,664400.0,644560.0,216210.0,340110.0,17254468.0,16739223.2,5614973.7,8832656.7,U,,
P0A7F3,Aspartate carbamoyltransferase regulatory chain,pyrI,17.12,1101100.0,1099000.0,437580.0,52253.0,18850832.0,18814880.0,7491369.600000001,894571.3600000001,S,,
P0AA53,Protein QmcA,qmcA,33.743,49972.0,46642.0,63989.0,68239.0,1686205.196,1573841.006,2159180.827,2302588.577,S',,
P28304,Quinone oxidoreductase 1,qorA,35.172,39187.0,32793.0,138820.0,144920.0,1378285.1639999999,1153395.396,4882577.04,5097126.239999999,S,,
P39315,Quinone oxidoreductase 2,qorB,29.733,12538.0,11302.0,28002.0,28963.0,372792.354,336042.366,832583.466,861156.8790000001,S,,
P52076,Transcriptional regulatory protein QseB,qseB,24.677,1543.2,1604.3,11367.0,10177.0,38081.5464,39589.3111,280503.459,251137.829,C,,
P40719,Sensor protein QseC,qseC,50.281,2013.8,1633.8,7792.1,7897.8,101255.8778,82149.09779999999,391794.5801,397109.2818,U,,
P0A7F9,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,queA,39.43,84133.0,46945.0,20348.0,24294.0,3317364.19,1851041.35,802321.64,957912.42,R,,
P77756,7-cyano-7-deazaguanine synthase,queC,25.514,166470.0,159600.0,189430.0,213040.0,4247315.58,4072034.4,4833117.02,5435502.56,A,,
P65870,"6-carboxy-5,6,7,8-tetrahydropterin synthase",queD,13.773,107960.0,98007.0,68678.0,74315.0,1486933.08,1349850.411,945902.0939999999,1023540.495,R,,
P64554,7-carboxy-7-deazaguanine synthase,queE,25.029,61792.0,58842.0,51119.0,51780.0,1546591.968,1472756.418,1279457.451,1296001.62,A,,
Q46920,NADPH-dependent 7-cyano-7-deazaguanine reductase,queF,32.587,170910.0,163120.0,143450.0,152990.0,5569444.170000001,5315591.44,4674605.15,4985485.130000001,U,,
P76062,Rac prophage repressor,racR,17.663,26355.0,27582.0,42709.0,46935.0,465508.365,487180.866,754369.067,829012.905,S,,
P24554,DNA repair protein RadA,radA,49.472,114080.0,109550.0,138280.0,134750.0,5643765.76,5419657.600000001,6840988.16,6666352.0,A',,
P0AD49,Ribosome-associated inhibitor A,raiA,12.784,265820.0,264930.0,122370.0,135830.0,3398242.8800000004,3386865.12,1564378.08,1736450.7200000002,U,,
P60240,RNA polymerase-associated protein RapA,rapA,109.77,138120.0,119950.0,71871.0,79585.0,15161432.4,13166911.5,7889279.67,8736045.45,R,,
P0A894,RNase adapter protein RapZ,rapZ,32.492,121630.0,111240.0,225240.0,278400.0,3952001.9599999995,3614410.0799999996,7318498.079999999,9045772.799999999,S,,
P0AAZ4,Replication-associated recombination protein A,rarA,49.626,57686.0,52963.0,65000.0,69589.0,2862725.4359999998,2628341.838,3225690.0,3453423.7139999997,A',,
P27844,Protein RarD,rarD,33.283,0.0,0.0,7457.7,8674.3,0.0,0.0,248214.6291,288706.7269,U,,
P0AGL5,Ribosome association toxin RatA,ratA,17.726,84953.0,74411.0,35333.0,41460.0,1505876.878,1319009.386,626312.7579999999,734919.96,R,,
P52119,UPF0125 protein RatB,ratB,10.789,148830.0,143620.0,94509.0,109650.0,1605726.8699999999,1549516.18,1019657.601,1183013.8499999999,R,,
P31473,ATPase RavA,ravA,56.388,23190.0,23069.0,32098.0,32630.0,1307637.72,1300814.7719999999,1809942.024,1839940.44,S',,
P37624,Ribosome-associated ATPase,rbbA,100.78,12323.0,13840.0,25298.0,26769.0,1241911.94,1394795.2,2549532.44,2697779.82,C,,
