Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],iBAQ W_glu_1,iBAQ W_glu_2,iBAQ PLAS30_1,iBAQ PLAS30_2,iBAQ mass W_glu_1,iBAQ mass W_glu_2,iBAQ mass PLAS30_1,iBAQ mass PLAS30_2,Mori sector,wt_mass_fraction_poor,rela_mass_fraction_poor
P0AFH6,Oligopeptide transport system permease protein OppC,oppC,33.022,56989.0,58758.0,61284.0,70465.0,1881890.758,1940306.676,2023720.248,2326895.23,S,,
P0AFH8,Osmotically-inducible protein Y,osmY,21.073,281540.0,280210.0,1588600.0,1670100.0,5932892.42,5904865.33,33476567.8,35194017.3,A,,
P0AFI2,DNA topoisomerase 4 subunit A,parC,83.83,191020.0,187510.0,156100.0,153090.0,16013206.6,15718963.299999999,13085863.0,12833534.7,R,,
P0AFI5,D-alanyl-D-alanine endopeptidase,pbpG,33.887,85030.0,87982.0,109880.0,118670.0,2881411.61,2981446.034,3723503.56,4021370.29,A',,
P0AFI7,Pyridoxine/pyridoxamine 5-phosphate oxidase,pdxH,25.545,265620.0,248550.0,258570.0,311780.0,6785262.9,6349209.75,6605170.65,7964420.100000001,S,,
P0AFI9,Putative permease PerM,perM,39.194,9270.3,13154.0,15951.0,16346.0,363340.1382,515557.87600000005,625183.4940000001,640665.1240000001,C,,
P0AFJ1,Protein PhnA,phnA,12.345,518650.0,683570.0,549610.0,330920.0,6402734.25,8438671.65,6784935.45,4085207.4000000004,R,,
P0AFJ5,Phosphate regulon transcriptional regulatory protein PhoB,phoB,26.433,50037.0,50987.0,85906.0,93334.0,1322628.021,1347739.371,2270753.298,2467097.622,S',,
P0AFJ7,Low-affinity inorganic phosphate transporter 1,pitA,53.388,364950.0,359850.0,216750.0,224170.0,19483950.599999998,19211671.8,11571849.0,11967987.959999999,A',,
P0AFK0,Metalloprotease PmbA,pmbA,48.369,211620.0,216380.0,240550.0,260780.0,10235847.78,10466084.22,11635162.95,12613667.82,A,,
P0AFK2,Nicotinamide riboside transporter PnuC,pnuC,26.996,22839.0,24222.0,37616.0,134640.0,616561.644,653897.112,1015481.536,3634741.44,S',,
P0AFK4,Spermidine/putrescine transport system permease protein PotB,potB,31.062,33195.0,32419.0,27011.0,28221.0,1031103.0900000001,1006998.978,839015.682,876600.702,U,,
P0AFK6,Spermidine/putrescine transport system permease protein PotC,potC,29.111,41702.0,43299.0,23055.0,21819.0,1213986.922,1260477.189,671154.105,635172.909,R,,
P0AFK9,Spermidine/putrescine-binding periplasmic protein,potD,38.867,1096100.0,1194100.0,959710.0,975080.0,42602118.699999996,46411084.699999996,37301048.57,37898434.36,S,,
P0AFL1,Putrescine transport system permease protein PotI,potI,30.54,8434.5,8983.7,10568.0,20280.0,257589.63,274362.19800000003,322746.72,619351.2,U,,
P0AFL3,Peptidyl-prolyl cis-trans isomerase A,ppiA,20.431,375910.0,411430.0,405470.0,415020.0,7680217.21,8405926.33,8284157.57,8479273.620000001,U,,
P0AFL6,Exopolyphosphatase,ppx,58.135,145370.0,140530.0,144910.0,163230.0,8451084.95,8169711.55,8424342.85,9489376.049999999,S,,
P0AFL9,Paraquat-inducible protein A,pqiA,46.463,1402.4,1751.3,2377.1,2329.1,65159.711200000005,81370.6519,110447.1973,108216.9733,U,,
P0AFM2,Glycine betaine-binding periplasmic protein,proX,36.022,38269.0,59743.0,145970.0,143000.0,1378525.9179999998,2152062.346,5258131.34,5151146.0,A,,
P0AFM4,Phosphate starvation-inducible protein PsiF,psiF,11.686,0.0,0.0,4104.4,4869.0,0.0,0.0,47964.01839999999,56899.134,S,,
P0AFM6,Phage shock protein A,pspA,25.493,272430.0,311000.0,374250.0,379070.0,6945057.989999999,7928323.0,9540755.25,9663631.51,S',,
P0AFM9,Phage shock protein B,pspB,8.763,134710.0,162160.0,175540.0,168850.0,1180463.73,1421008.08,1538257.02,1479632.55,S',,
P0AFN2,Phage shock protein C,pspC,13.517,27127.0,29200.0,42582.0,44576.0,366675.659,394696.39999999997,575580.894,602533.792,C',,
P0AFN6,Inner membrane transport permease YadH,yadH,28.516,0.0,0.0,2242.9,0.0,0.0,0.0,63958.5364,0.0,U,,
P0AFP2,DNA base-flipping protein,atl,14.449,8024.4,12736.0,19061.0,20130.0,115944.55559999999,184022.464,275412.389,290858.37,U,,
P0AFP4,Uncharacterized oxidoreductase YbbO,ybbO,29.41,67111.0,66529.0,104300.0,104320.0,1973734.51,1956617.89,3067463.0,3068051.2,S',,
P0AFP6,Putative GTP cyclohydrolase 1 type 2,ybgI,26.892,664500.0,707130.0,1562200.0,1671200.0,17869734.0,19016139.96,42010682.4,44941910.4,S',,
P0AFP9,Inner membrane transport permease YbhR,ybhR,41.565,2185.8,3042.8,4668.1,4637.8,90852.777,126473.982,194029.5765,192770.157,U,,
P0AFQ2,Inner membrane transport permease YbhS,ybhS,42.059,481.22,3601.6,906.54,1058.2,20239.63198,151479.69439999998,38128.165859999994,44506.8338,U,,
P0AFQ7,Uncharacterized deoxyribonuclease YcfH,ycfH,29.808,134050.0,122220.0,125960.0,115880.0,3995762.4,3643133.76,3754615.68,3454151.04,A',,
P0AFR0,NTE family protein RssA,rssA,33.067,26889.0,28686.0,49771.0,46433.0,889138.563,948559.962,1645777.6570000001,1535400.011,S',,
P0AFR2,C4-dicarboxylic acid transporter DauA,dauA,59.428,29825.0,35690.0,18702.0,20249.0,1772440.0999999999,2120985.32,1111422.456,1203357.572,C',,
P0AFR4,Uncharacterized protein YciO,yciO,23.211,223050.0,229680.0,309400.0,315260.0,5177213.55,5331102.4799999995,7181483.399999999,7317499.859999999,S',,
P0AFS3,Dihydrofolate reductase FolM,folM,26.348,22548.0,23004.0,48368.0,53852.0,594094.704,606109.392,1274400.064,1418892.496,S,,
P0AFS5,AI-2 transport protein TqsA,tqsA,37.542,0.0,0.0,2168.2,4331.2,0.0,0.0,81398.5644,162601.9104,U,,
P0AFS7,UPF0118 inner membrane protein YdiK,ydiK,39.841,45430.0,51026.0,93615.0,101820.0,1809976.6300000001,2032926.8660000002,3729715.2150000003,4056610.62,U,,
P0AFS9,Murein DD-endopeptidase MepM,mepM,49.057,23797.0,25272.0,23591.0,23434.0,1167409.429,1239768.504,1157303.6870000002,1149601.7380000001,U,,
P0AFT2,Inner membrane amino-acid ABC transporter permease protein YecS,yecS,24.801,89474.0,110370.0,65529.0,54382.0,2219044.6739999996,2737286.3699999996,1625184.7289999998,1348727.9819999998,S,,
P0AFT5,Transcriptional regulatory protein YehT,yehT,27.399,27919.0,27564.0,9299.0,9167.1,764952.681,755226.0360000001,254783.301,251169.37290000002,C,,
P0AFU0,Inner membrane ABC transporter permease protein YejB,yejB,40.36,2384.2,2416.2,5106.4,5200.7,96226.31199999999,97517.832,206094.30399999997,209900.25199999998,U,,
P0AFU4,Transcriptional regulatory protein GlrR,glrR,49.148,26000.0,25208.0,40868.0,37627.0,1277848.0,1238922.784,2008580.4640000002,1849291.796,A',,
P0AFU8,Riboflavin synthase,ribC,23.445,537110.0,549400.0,801450.0,836070.0,12592543.95,12880683.0,18789995.25,19601661.15,A',,
P0AFV4,Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase,mepS,21.04,70872.0,66074.0,75876.0,73734.0,1491146.88,1390196.96,1596431.04,1551363.3599999999,C',,
P0AFW0,Transcription antitermination protein RfaH,rfaH,18.34,42522.0,46287.0,44708.0,44182.0,779853.48,848903.58,819944.72,810297.88,A',,
P0AFW2,Ribosome modulation factor,rmf,6.5074,4806.2,0.0,33122.0,39108.0,31275.865879999998,0.0,215538.1028,254491.39919999999,C,,
P0AFW4,Regulator of nucleoside diphosphate kinase,rnk,14.927,176500.0,216410.0,158820.0,164340.0,2634615.5,3230352.07,2370706.14,2453103.1799999997,C,,
P0AFW8,Protein rof,rof,9.4795,307060.0,308820.0,656300.0,691980.0,2910775.27,2927459.19,6221395.85,6559624.41,S',,
P0AFX0,Ribosome hibernation promoting factor,hpf,10.75,58559.0,33498.0,142570.0,144810.0,629509.25,360103.5,1532627.5,1556707.5,S,,
P0AFX4,Regulator of sigma D,rsd,18.243,129180.0,132340.0,223680.0,235620.0,2356630.7399999998,2414278.6199999996,4080594.2399999998,4298415.659999999,S,,
P0AFX7,Anti-sigma-E factor RseA,rseA,24.321,127600.0,105530.0,158430.0,143790.0,3103359.6,2566595.1300000004,3853176.0300000003,3497116.5900000003,A',,
P0AFX9,Sigma-E factor regulatory protein RseB,rseB,35.749,58719.0,55262.0,57279.0,68624.0,2099145.531,1975561.2380000001,2047666.9710000001,2453239.376,S',,
P0AFY2,Protein SanA,sanA,27.287,16898.0,4588.4,28008.0,13658.0,461095.72599999997,125203.67079999999,764254.296,372685.84599999996,U,,
P0AFY6,Peptide antibiotic transporter SbmA,sbmA,46.459,6356.3,9033.4,9140.8,8802.7,295307.34170000005,419682.7306,424672.4272,408964.63930000004,S,,
P0AFY8,Negative modulator of initiation of replication,seqA,20.315,625250.0,575990.0,681120.0,696030.0,12701953.75,11701236.850000001,13836952.8,14139849.450000001,A',,
P0AFZ1,Protein SseB,sseB,28.642,94942.0,88613.0,82613.0,65513.0,2719328.764,2538053.546,2366201.546,1876423.346,R,,
P0AFZ3,Stringent starvation protein B,sspB,18.262,95080.0,350300.0,64249.0,50081.0,1736350.96,6397178.600000001,1173315.2380000001,914579.2220000001,R,,
P0AG00,Lipopolysaccharide biosynthesis protein WzzE,wzzE,39.489,139210.0,118740.0,142230.0,152950.0,5497263.6899999995,4688923.859999999,5616520.47,6039842.55,R,,
P0AG03,3-octaprenyl-4-hydroxybenzoate carboxy-lyase partner protein,ubiX,20.695,65878.0,74968.0,86563.0,83577.0,1363345.21,1551462.76,1791421.285,1729626.0150000001,U,,
P0AG07,Ribulose-phosphate 3-epimerase,rpe,24.554,323030.0,331900.0,446460.0,437970.0,7931678.619999999,8149472.6,10962378.84,10753915.379999999,S,,
P0AG14,Probable protease SohB,sohB,39.366,304430.0,294600.0,380360.0,404930.0,11984191.38,11597223.6,14973251.76,15940474.379999999,A,,
P0AG16,Amidophosphoribosyltransferase,purF,56.487,757530.0,786990.0,395080.0,367220.0,42790597.11,44454704.13,22316883.96,20743156.14,R,,
P0AG18,N5-carboxyaminoimidazole ribonucleotide mutase,purE,17.78,705700.0,721160.0,493160.0,496790.0,12547346.0,12822224.8,8768384.8,8832926.200000001,U,,
P0AG20,GTP pyrophosphokinase,relA,83.875,79107.0,71939.0,1495300.0,1616500.0,6635099.625,6033883.625,125418287.5,135583937.5,S',,
P0AG24,"Bifunctional (p)ppGpp synthase/hydrolase SpoT;GTP pyrophosphokinase;Guanosine-3,5-bis(diphosphate) 3-pyrophosphohydrolase",spoT,79.342,59687.0,59988.0,75601.0,83104.0,4735685.954,4759567.896,5998334.542,6593637.568,S',,
P0AG27,Uncharacterized protein YibN,yibN,15.596,847490.0,795530.0,634180.0,718940.0,13217454.040000001,12407085.88,9890671.28,11212588.24,R,,
P0AG30,Transcription termination factor Rho,rho,47.004,1409600.0,1305200.0,1267800.0,1303500.0,66256838.4,61349620.8,59591671.199999996,61269714.0,R,,
P0AG34,Homoserine/homoserine lactone efflux protein,rhtB,22.426,10068.0,9924.3,17365.0,15587.0,225784.968,222562.35179999997,389427.49,349554.062,U,,
P0AG40,Riboflavin biosynthesis protein RibF;Riboflavin kinase;FMN adenylyltransferase,ribF,34.734,123000.0,127600.0,125750.0,121560.0,4272282.0,4432058.4,4367800.5,4222265.04,S',,
P0AG44,50S ribosomal protein L17,rplQ,14.364,6528000.0,6610900.0,5093100.0,4953900.0,93768192.0,94958967.60000001,73157288.4,71157819.60000001,R,,
P0AG48,50S ribosomal protein L21,rplU,11.564,2675200.0,2383600.0,1885400.0,1772300.0,30936012.8,27563950.4,21802765.6,20494877.2,R,,
P0AG51,50S ribosomal protein L30,rpmD,6.5417,3031900.0,3997700.0,2298100.0,2214900.0,19833780.23,26151754.09,15033480.77,14489211.33,R,,
P0AG55,50S ribosomal protein L6,rplF,18.904,8388400.0,8393000.0,5966800.0,5897900.0,158574313.6,158661272.0,112796387.2,111493901.6,R,,
P0AG59,30S ribosomal protein S14,rpsN,11.58,9500100.0,9175300.0,7069700.0,6988800.0,110011158.0,106249974.0,81867126.0,80930304.0,R,,
P0AG63,30S ribosomal protein S17,rpsQ,9.7043,11735000.0,13273000.0,8708600.0,8717600.0,113879960.5,128805173.9,84510866.98,84598205.67999999,R,,
P0AG67,30S ribosomal protein S1,rpsA,61.157,7197400.0,7168700.0,5234400.0,5028200.0,440171391.79999995,438416185.9,320120200.79999995,307509627.4,R,,
P0AG71,DNA recombination protein RmuC,rmuC,54.764,11214.0,6876.4,11306.0,8497.6,614123.496,376579.1696,619161.784,465362.56640000007,C,,
P0AG76,Nuclease SbcCD subunit D,sbcD,44.713,15753.0,15668.0,11551.0,14211.0,704363.889,700563.284,516479.863,635416.443,A,,
P0AG78,Sulfate-binding protein,sbp,36.659,163400.0,161680.0,128450.0,104310.0,5990080.6,5927027.12,4708848.55,3823900.29,U,,
P0AG80,sn-glycerol-3-phosphate-binding periplasmic protein UgpB,ugpB,48.448,26707.0,25082.0,58627.0,67097.0,1293900.736,1215172.736,2840360.896,3250715.4560000002,S',,
P0AG82,Phosphate-binding protein PstS,pstS,37.023,136620.0,124670.0,254150.0,275820.0,5058082.260000001,4615657.41,9409395.450000001,10211683.860000001,S',,
P0AG84,Uncharacterized oxidoreductase YghA,yghA,31.488,1098.7,215.58,23456.0,23206.0,34595.8656,6788.18304,738582.5279999999,730710.5279999999,A',,
P0AG86,Protein-export protein SecB,secB,17.277,2550100.0,2578600.0,2477200.0,2574800.0,44058077.7,44550472.2,42798584.400000006,44484819.6,C',,
P0AG90,Protein translocase subunit SecD,secD,66.631,581640.0,508640.0,514440.0,523020.0,38755254.84,33891191.84,34277651.64,34849345.62,C',,
P0AG93,Protein translocase subunit SecF,secF,35.382,737040.0,706550.0,611530.0,657730.0,26077949.279999997,24999152.099999998,21637154.459999997,23271802.86,C',,
P0AG96,Protein translocase subunit SecE,secE,13.643,177650.0,165610.0,117230.0,121240.0,2423678.95,2259417.23,1599368.8900000001,1654077.32,U,,
P0AG99,Protein-export membrane protein SecG,secG,11.365,942090.0,824230.0,658010.0,736480.0,10706852.85,9367373.95,7478283.65,8370095.2,R,,
P0AGA2,Protein translocase subunit SecY,secY,48.511,548800.0,556730.0,368990.0,352540.0,26622836.8,27007529.03,17900073.89,17102067.94,R,,
P0AGA6,Transcriptional regulatory protein UhpA,uhpA,20.889,54308.0,46351.0,92822.0,68358.0,1134439.812,968226.039,1938958.758,1427930.2619999999,S',,
P0AGB0,Phosphoserine phosphatase,serB,35.042,178920.0,179220.0,340390.0,495400.0,6269714.640000001,6280227.24,11927946.38,17359806.8,U,,
P0AGB3,RNA polymerase sigma factor RpoH,rpoH,32.468,10558.0,12066.0,9593.3,7891.8,342797.14400000003,391758.88800000004,311475.2644,256230.96240000005,U,,
P0AGB6,ECF RNA polymerase sigma-E factor,rpoE,21.695,52323.0,85207.0,84238.0,65717.0,1135147.485,1848565.865,1827543.41,1425730.315,A',,
P0AGC3,Soluble lytic murein transglycosylase,slt,73.352,51629.0,51486.0,81747.0,79836.0,3787090.4080000003,3776601.072,5996305.944,5856130.272,S,,
P0AGC7,Protein Smp,smp,24.082,4755.6,251.96,15330.0,859.68,114524.3592,6067.700720000001,369177.06,20702.81376,U,,
P0AGD1,Superoxide dismutase [Cu-Zn],sodC,17.681,2822.0,8329.4,50250.0,61453.0,49895.782,147272.1214,888470.25,1086550.493,S',,
P0AGD3,Superoxide dismutase [Fe],sodB,21.265,3544900.0,3322500.0,3356300.0,3368800.0,75382298.5,70652962.5,71371719.5,71637532.0,S',,
P0AGD7,Signal recognition particle protein,ffh,49.787,270370.0,249450.0,206380.0,194380.0,13460911.19,12419367.15,10275041.06,9677597.06,A',,
P0AGE0,Single-stranded DNA-binding protein,ssb,18.975,635440.0,666260.0,724340.0,728860.0,12057474.0,12642283.500000002,13744351.500000002,13830118.500000002,C',,
P0AGE4,Serine/threonine transporter SstT,sstT,43.477,82773.0,61206.0,189980.0,300370.0,3598721.721,2661053.2619999996,8259760.459999999,13059186.489999998,R,,
P0AGE6,Chromate reductase,chrR,20.375,139010.0,147260.0,310820.0,341150.0,2832328.75,3000422.5,6332957.5,6950931.25,S,,
P0AGE9,Succinyl-CoA ligase [ADP-forming] subunit alpha,sucD,29.777,4757600.0,4646900.0,3985700.0,4210800.0,141667055.20000002,138370741.3,118682188.9,125384991.60000001,C,,
P0AGF2,Sulfur acceptor protein CsdE,csdE,15.94,43999.0,45080.0,63094.0,56596.0,701344.0599999999,718575.2,1005718.36,902140.24,A',,
P0AGG0,Thiamine-monophosphate kinase,thiL,35.07,242380.0,221840.0,276530.0,305510.0,8500266.6,7779928.8,9697907.1,10714235.7,S',,
P0AGG2,Acyl-CoA thioesterase 2,tesB,31.966,40562.0,42980.0,130610.0,143770.0,1296604.892,1373898.68,4175079.2600000002,4595751.82,S',,
P0AGG4,Thioredoxin-2,trxC,15.555,90030.0,85159.0,91578.0,95324.0,1400416.65,1324648.2449999999,1424495.79,1482764.82,S',,
P0AGG8,Metalloprotease TldD,tldD,51.363,91058.0,83065.0,133860.0,136720.0,4677012.054,4266467.595,6875451.18,7022349.36,A,,
P0AGH3,Peptide transport system permease protein SapB,sapB,36.038,15608.0,15174.0,14821.0,14134.0,562481.1039999999,546840.612,534119.198,509361.09199999995,U,,
P0AGI1,Ribose transport system permease protein RbsC,rbsC,33.451,111560.0,111410.0,57133.0,74925.0,3731793.56,3726775.91,1911155.983,2506316.175,C,,
P0AGI8,Trk system potassium uptake protein TrkA,trkA,50.367,47651.0,45652.0,54023.0,55900.0,2400037.917,2299354.284,2720976.4409999996,2815515.3,S',,
P0AGJ2,tRNA (guanosine(18)-2-O)-methyltransferase,trmH,25.343,117740.0,110340.0,117410.0,119670.0,2983884.82,2796346.62,2975521.63,3032796.81,A',,
P0AGJ5,Uncharacterized tRNA/rRNA methyltransferase YfiF,yfiF,37.784,369400.0,351890.0,370980.0,405730.0,13957409.6,13295811.76,14017108.32,15330102.32,A',,
P0AGJ7,tRNA (cytidine(34)-2-O)-methyltransferase,trmL,17.726,55878.0,52078.0,52592.0,49117.0,990493.428,923134.6279999999,932245.7919999999,870647.9419999999,A',,
P0AGJ9,Tyrosine--tRNA ligase,tyrS,47.526,1026600.0,974810.0,1117700.0,1155000.0,48790191.6,46328820.06,53119810.2,54892530.00000001,U,,
P0AGK1,4-hydroxybenzoate octaprenyltransferase,ubiA,32.511,36372.0,34196.0,34985.0,38627.0,1182490.0920000002,1111746.1560000002,1137397.3350000002,1255802.397,C,,
P0AGK4,RNA-binding protein YhbY,yhbY,10.784,890170.0,846240.0,704500.0,739250.0,9599593.280000001,9125852.16,7597328.000000001,7972072.000000001,A',,
P0AGK8,HTH-type transcriptional regulator IscR,iscR,17.336,278030.0,264360.0,238740.0,290480.0,4819928.079999999,4582944.96,4138796.6399999997,5035761.279999999,C',,
P0AGL2,Putative reactive intermediate deaminase TdcF,tdcF,14.007,245700.0,235840.0,379920.0,395380.0,3441519.9,3303410.88,5321539.4399999995,5538087.66,C,,
P0AGL5,Ribosome association toxin RatA,ratA,17.726,74398.0,77283.0,39712.0,37332.0,1318778.9479999999,1369918.4579999999,703934.912,661747.032,R,,
P0AGL7,Ribosomal RNA small subunit methyltransferase E,rsmE,26.978,150870.0,143480.0,166700.0,170950.0,4070170.8600000003,3870803.4400000004,4497232.600000001,4611889.100000001,R,,
P0AGM5,Protein sirB1,sirB1,30.841,1776.9,1639.1,906.02,796.63,54801.3729,50551.4831,27942.56282,24568.865830000002,U,,
P0AGM7,Uracil permease,uraA,45.06,26223.0,29441.0,5263.1,10416.0,1181608.3800000001,1326611.46,237155.28600000002,469344.96,U,,
P0AGM9,Xanthine permease XanP,xanP,48.867,40801.0,40433.0,37644.0,13815.0,1993822.467,1975839.4109999998,1839549.348,675097.605,U,,
P0C018,50S ribosomal protein L18,rplR,12.769,3836500.0,3770100.0,2687100.0,2487400.0,48988268.5,48140406.9,34311579.9,31761610.6,R,,
P0C037,UPF0345 protein YaiE,yaiE,10.234,685060.0,668540.0,1713800.0,1890600.0,7010904.04,6841838.36,17539029.2,19348400.4,S,,
P0C054,Small heat shock protein IbpA,ibpA,15.774,130580.0,129850.0,99253.0,94479.0,2059768.92,2048253.9,1565616.822,1490311.7459999998,R,,
P0C066,Membrane-bound lytic murein transglycosylase C,mltC,40.112,74384.0,74522.0,56229.0,60487.0,2983691.008,2989226.464,2255457.648,2426254.544,S,,
P0C077,mRNA interferase RelE,relE,11.225,8977.0,8293.3,15337.0,16779.0,100766.825,93092.2925,172157.82499999998,188344.275,A',,
P0C079,Antitoxin RelB,relB,9.0714,58935.0,64373.0,67624.0,71054.0,534622.959,583953.2322000001,613444.3536,644559.2556,S',,
P0C093,Nucleoid occlusion factor SlmA,slmA,22.836,156880.0,165320.0,173890.0,161530.0,3582511.6799999997,3775247.5199999996,3970952.0399999996,3688699.0799999996,S,,
P0C0K3,Protein RdoA,rdoA,38.12,50883.0,31687.0,51150.0,41528.0,1939659.96,1207908.44,1949837.9999999998,1583047.3599999999,A,,
P0C0L2,Peroxiredoxin OsmC,osmC,15.088,307970.0,307410.0,1522800.0,1663800.0,4646651.359999999,4638202.08,22976006.4,25103414.4,S,,
P0C0L7,Proline/betaine transporter,proP,54.845,195850.0,168700.0,623650.0,667950.0,10741393.25,9252351.5,34204084.25,36633717.75,S',,
P0C0L9,Protein IscX,iscX,7.7315,196070.0,248850.0,317850.0,315860.0,1515915.2049999998,1923983.775,2457457.275,2442071.59,A',,
P0C0R7,Ribosomal RNA large subunit methyltransferase E,rlmE,23.335,161140.0,194500.0,228910.0,238150.0,3760201.9,4538657.5,5341614.850000001,5557230.25,R,,
P0C0S1,Small-conductance mechanosensitive channel,mscS,30.896,415410.0,455770.0,1162800.0,1387000.0,12834507.36,14081469.92,35925868.800000004,42852752.0,A',,
P0C0T5,Penicillin-insensitive murein endopeptidase,mepA,30.136,99463.0,62665.0,93636.0,74404.0,2997416.968,1888472.44,2821814.496,2242238.944,R,,
P0C0U4,Ribosomal protein S6--L-glutamate ligase,rimK,32.436,1109.4,759.52,3723.5,3671.4,35984.498400000004,24635.79072,120775.446,119085.5304,U,,
P0C0V0,Periplasmic serine endoprotease DegP,degP,49.354,429310.0,412000.0,487450.0,494510.0,21188165.74,20333848.0,24057607.3,24406046.54,S,,
P0C960,Endo-type membrane-bound lytic murein transglycosylase A,emtA,22.226,39545.0,37109.0,52713.0,55486.0,878927.1699999999,824784.634,1171599.138,1233231.836,A',,
P0CB39,Phosphoethanolamine transferase EptC,eptC,66.609,225190.0,170910.0,141120.0,144140.0,14999680.709999999,11384144.19,9399862.08,9601021.26,R,,
P0CE48;P0CE47,Elongation factor Tu 2;Elongation factor Tu 1,tufB;tufA,43.313,21725000.0,21603000.0,18794000.0,18596000.0,940974925.0,935690739.0,814024522.0,805448548.0,R,,
P0CF45;P0CF44;P0CF43;P0CF42;P0CF41;P0CF40,Transposase InsC for insertion element IS2K;Transposase InsC for insertion element IS2I;Transposase InsC for insertion element IS2H;Transposase InsC for insertion element IS2F;Transposase InsC for insertion element IS2D;Transposase InsC for insertion element IS2A,insC6;insC5;insC4;insC3;insC2;insC1,13.451,12377.0,12229.0,12378.0,12539.0,166483.027,164492.279,166496.478,168662.089,Unknown,,
P0CF70;P0CF69;P0CF68;P0CF67;P0CF66,Transposase InsE for insertion sequence IS3E;Transposase InsE for insertion sequence IS3D;Transposase InsE for insertion sequence IS3C;Transposase InsE for insertion sequence IS3B;Transposase InsE for insertion sequence IS3A,insE5;insE4;insE3;insE2;insE1,11.543,6897.7,4784.7,18529.0,6732.2,79620.15109999999,55229.79209999999,213880.24699999997,77709.7846,Unknown,,
P0CF93;P0CF92;P0CF91,Putative transposase InsL for insertion sequence element IS186C;Putative transposase InsL for insertion sequence element IS186B;Putative transposase InsL for insertion sequence element IS186A,insL3;insL2;insL1,40.908,5926.6,6558.1,3128.7,2864.6,242445.35280000002,268278.7548,127988.8596,117185.0568,Unknown,,
P0CG19,Inactive ribonuclease PH,rph,24.425,462190.0,365000.0,264820.0,234650.0,11288990.75,8915125.0,6468228.5,5731326.25,R,,
P0CK95,Putative lipoprotein AcfD homolog,yghJ,167.24,3986.2,3783.0,10291.0,9611.8,666652.088,632668.92,1721066.84,1607477.432,R,,
P0DM85,Clamp-binding protein CrfC,crfC,84.37,18637.0,19099.0,10928.0,11996.0,1572403.6900000002,1611382.6300000001,921995.3600000001,1012102.52,C',,
P0DMC5,Sensor histidine kinase RcsC,rcsC,106.51,46338.0,23364.0,32922.0,63906.0,4935460.38,2488499.64,3506522.22,6806628.0600000005,S,,
P0DMC7,Transcriptional regulatory protein RcsB,rcsB,23.67,909760.0,1001600.0,599360.0,943660.0,21534019.200000003,23707872.0,14186851.200000001,22336432.200000003,C',,
P0DP89,Putative acetolactate synthase isozyme 2 large subunit (AHAS-II) (ALS-II) (Acetohydroxy-acid synthase II large subunit),ilvG,34.506,733180.0,627090.0,1115100.0,1162900.0,25299109.080000002,21638367.54,38477640.6,40127027.4,Unknown,,
P0DTT0,,,67.355,1434600.0,1336400.0,964250.0,975890.0,96627483.0,90013222.0,64947058.75000001,65731070.95,Unknown,,
P10100,Rare lipoprotein A,rlpA,37.528,239780.0,269860.0,334130.0,378810.0,8998463.84,10127306.08,12539230.639999999,14215981.68,A,,
P10121,Signal recognition particle receptor FtsY,ftsY,54.513,311080.0,343090.0,384590.0,398350.0,16957904.04,18702865.169999998,20965154.669999998,21715253.55,A',,
P10151,HTH-type transcriptional regulator LeuO,leuO,35.694,0.0,0.0,0.0,524.87,0.0,0.0,0.0,18734.70978,U,,
P10346,Glutamine transport ATP-binding protein GlnQ,glnQ,26.731,393630.0,382320.0,412750.0,392910.0,10522123.530000001,10219795.92,11033220.25,10502877.21,C',,
P10371,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,hisA,26.032,710200.0,678190.0,1100300.0,1155800.0,18487926.4,17654642.08,28643009.6,30087785.6,A,,
P10378,Enterobactin synthase component E,entE,59.111,117200.0,141660.0,56135.0,53547.0,6927809.199999999,8373664.26,3318195.985,3165216.7169999997,U,,
P10384,Long-chain fatty acid transport protein,fadL,48.541,289980.0,253410.0,144000.0,149320.0,14075919.18,12300774.809999999,6989904.0,7248142.119999999,C',,
P10408,Protein translocase subunit SecA,secA,102.02,401740.0,422160.0,397110.0,377400.0,40985514.8,43068763.199999996,40513162.199999996,38502348.0,C',,
P10423,Alkaline phosphatase isozyme conversion protein,iap,37.92,10496.0,8636.3,12858.0,11774.0,398008.32,327488.496,487575.36000000004,446470.08,S',,
P10441,Lipid-A-disaccharide synthase,lpxB,42.382,21508.0,25762.0,31673.0,34158.0,911552.056,1091845.084,1342365.086,1447684.356,C,,
P10442,Ribonuclease HII,rnhB,21.526,47160.0,58577.0,58762.0,44260.0,1015166.16,1260928.502,1264910.812,952740.76,S,,
P10443,DNA polymerase III subunit alpha,dnaE,129.9,23272.0,21725.0,21128.0,21763.0,3023032.8000000003,2822077.5,2744527.2,2827013.7,R,,
P10902,L-aspartate oxidase,nadB,60.337,89570.0,94664.0,63388.0,60900.0,5404385.09,5711741.768,3824641.756,3674523.3000000003,A,,
P10907,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC,39.523,9237.5,2349.3,16286.0,20456.0,365093.7125,92851.38390000002,643671.5780000001,808482.488,S,,
P10908,Glycerophosphoryl diester phosphodiesterase,ugpQ,27.409,51429.0,40070.0,84093.0,93022.0,1409617.461,1098278.63,2304905.037,2549639.9979999997,S',,
